,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
823,71.2,2007.0,200.3786,0.01972,0.00087,2.83,99.0,26.8,99.0,6.32,99.0,0.3,334.83817,1.8,8.2,0.657,12.9,85.80185,6810.0,7.6383,19.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
824,71.7,2008.0,198.2579,0.018175,0.00082,2.68,98.0,26.9,98.0,6.21,98.0,0.3,357.347674,1.8,8.6,0.659,13.4,87.1683,7030.0,7.66488,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
825,71.4,2009.0,196.8504,0.01693,0.000815,2.55,91.0,27.0,91.0,6.83,91.0,0.3,3366.482133,1.7,8.9,0.662,12.8,88.50999,6770.0,8.39772,20.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
826,72.0,2010.0,191.999,0.01581,0.00071,2.36,89.0,27.1,89.0,6.91,89.0,0.3,3474.392445,1.7,9.2,0.662,12.9,89.82706,6920.0,8.23629,21.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
827,72.0,2011.0,188.8546,0.01505,0.00067,2.37,89.0,27.2,9.0,6.81,89.0,0.3,3736.58713,1.7,9.6,0.666,13.0,91.11933,7150.0,8.1444,21.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
828,73.0,2012.0,186.2658,0.014645,0.00061,2.48,92.0,27.3,93.0,6.7,92.0,0.3,3827.786267,1.7,10.0,0.67,13.2,92.3861,7290.0,7.53932,22.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
829,73.0,2013.0,184.3467,0.01424,0.00061,2.42,92.0,27.4,92.0,6.95,92.0,0.2,3895.664491,1.6,10.4,0.675,13.2,93.62684,7490.0,7.71839,22.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
830,73.3,2014.0,181.9442,0.0139,0.00059,2.52,93.0,27.5,93.0,6.77,94.0,0.2,3988.771871,1.6,10.8,0.676,13.2,94.84168,13158.996933439885,7.68153,23.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
831,73.5,2015.0,179.5096,0.013555,0.000565,5.76410453454713,91.0,27.6,92.0,7.4236074618852825,91.0,0.2,4127.11775,1.6,11.2,0.678,13.2,96.03034,13390.633381687447,7.63034,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
832,52.7,2000.0,359.351,0.11117,0.01343,4.46,34.46232296391031,22.6,41.0,2.73,34.0,1.9,172.68491,10.8,0.6,0.0,0.0,51.09814,6030.0,2.32445,4.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
833,53.1,2001.0,358.2627,0.109135,0.012855,5.07,28.686262694902325,22.7,43.0,1.78,35.0,2.3,2283.87939,10.7,0.7,0.527,8.0,51.79044,6080.0,2.30315,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
834,53.5,2002.0,358.224,0.106905,0.012405,6.01,30.52571150308745,22.8,44.0,2.5,36.0,2.9,2711.17114,10.5,0.8,0.542,8.2,52.542,8090.0,2.41566,4.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
835,53.8,2003.0,359.4498,0.104565,0.011935,7.13,31.651430011580487,22.9,46.0,2.23,37.0,3.6,3577.176197,10.3,0.8,0.554,8.4,53.35042,7460.0,1.97735,4.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
836,54.1,2004.0,361.0531,0.10173,0.0115,6.28,34.53212579336878,23.0,48.0,2.4,38.0,4.4,685.34897,10.2,0.9,0.553,8.5,54.21503,9270.0,1.74728,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
837,54.4,2005.0,360.4591,0.09861,0.01099,7.19,26.87005146592128,23.1,5.0,1.63,39.0,4.9,185.63334,10.0,0.9,0.563,8.7,55.13172,12600.0,1.5056,5.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
838,54.8,2006.0,357.4991,0.09571,0.010555,7.28,17.152311425884818,23.2,52.0,2.13,4.0,5.3,12732.2759,9.8,1.0,0.569,9.0,56.10058,28410.0,1.51862,5.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
839,55.0,2007.0,355.8836,0.092555,0.01011,6.86,39.52699218983753,23.3,54.0,2.25,41.0,5.9,15761.83913,9.7,1.1,0.587,9.0,57.11857,28720.0,1.57126,5.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
840,55.4,2008.0,348.0129,0.089205,0.009655,8.34,39.85515566163485,23.4,55.0,2.31,42.0,6.3,22742.38159,9.5,1.2,0.592,9.1,58.18379,25870.0,1.82917,5.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
841,55.7,2009.0,344.6451,0.086,0.0092,7.97,46.44428749463191,23.4,57.0,5.32,43.0,7.3,1653.2937,9.3,1.3,0.59,9.1,59.2918,33700.0,1.84438,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
842,56.1,2010.0,334.7481,0.083015,0.008775,9.93,44.711493429421125,23.5,59.0,3.84,44.0,7.2,17136.44568,9.2,1.4,0.589,9.2,60.44137,28080.0,1.81863,6.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
843,56.2,2011.0,334.9529,0.080495,0.008365,10.99,39.044344682478595,23.6,39.0,3.29,41.0,7.7,21451.88617,9.0,1.5,0.58,9.2,61.62961,27630.0,1.55358,6.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
844,56.7,2012.0,335.6105,0.078215,0.008005,11.89,23.337074709416356,23.7,3.0,4.0,24.0,8.2,21557.6528,8.9,1.6,0.583,9.2,62.85389,24630.0,1.26357,6.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
845,57.4,2013.0,327.0925,0.075995,0.007665,10.72,14.424040514541275,23.8,3.0,3.73,3.0,5.7,2246.9938,8.7,1.8,0.586,9.2,63.67152,23240.0,1.87567,7.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
846,57.9,2014.0,307.1833,0.073785,0.00733,0.01,2.0,23.9,24.0,3.8,2.0,4.4,192.59733,8.6,1.9,0.582,9.2,63.92648,6545.020269871522,2.19293,7.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
847,58.2,2015.0,300.9042,0.071805,0.006995,1.6619671388756956,16.0,23.9,17.0,3.549873554418731,16.0,4.2,1347.31257,8.5,2.1,0.582,9.2,64.1786,6936.2483021048465,2.91534,7.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
848,45.3,2000.0,600.4639,0.063805,0.010015,0.83,84.72883874075023,20.1,82.0,4.43,81.0,1.9,28.1969487,10.3,0.4,0.0,3.9,46.81421,1150.0,4.46307,2.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
849,58.1,2001.0,347.8683,0.05871,0.007965,0.61,80.10112844829155,20.2,89.0,3.95,86.0,2.0,215.139213,10.2,0.5,0.0,4.3,47.12042,1220.0,4.58088,2.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
850,58.5,2002.0,347.8514,0.0551,0.00735,0.83,86.0,20.2,92.0,4.2,9.0,1.9,21.7687981,10.0,0.5,0.0,4.4,47.44093,1220.0,5.17604,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
851,58.8,2003.0,347.325,0.051735,0.006825,0.56,91.0,20.3,95.0,3.5,93.0,1.9,232.7945459,9.9,0.6,0.0,4.7,47.77522,1150.0,5.6785,2.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
852,59.1,2004.0,341.9832,0.04907,0.00634,0.64,84.0,20.3,98.0,3.14,98.0,1.8,287.4222243,9.7,0.6,0.0,5.0,48.12342,1150.0,5.42506,2.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
853,59.4,2005.0,334.6955,0.047065,0.005935,1.07,96.0,20.4,96.0,2.97,96.0,1.6,276.75896,9.6,0.7,0.0,5.4,48.48441,1180.0,5.31242,2.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
854,59.7,2006.0,325.9581,0.04528,0.005425,0.97,94.0,20.4,94.0,3.3,94.0,1.4,297.828588,9.5,0.8,0.405,5.3,48.85949,1160.0,5.30751,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
855,62.0,2007.0,316.7598,0.043875,0.005065,1.23,91.0,20.4,91.0,3.29,91.0,1.3,317.3294336,9.3,0.9,0.405,5.3,49.24695,1170.0,4.08505,3.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
856,67.0,2008.0,309.1251,0.04273,0.00475,0.49,94.0,20.5,94.0,3.69,94.0,1.1,326.825642,9.2,1.0,0.406,5.2,49.6487,1040.0,3.89576,3.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
857,61.4,2009.0,300.523,0.041685,0.00449,0.63,92.0,20.5,92.0,3.3,92.0,1.0,43.7544499,9.1,1.1,0.402,5.2,49.81033,1050.0,4.35398,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
858,62.1,2010.0,292.65,0.04075,0.00427,0.61,9.0,20.5,9.0,3.24,9.0,0.9,482.14994,9.0,1.2,0.404,5.1,49.97738,1050.0,3.45587,3.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
859,62.9,2011.0,284.7215,0.039885,0.004035,0.62,96.0,20.6,96.0,3.6,96.0,0.7,582.775532,8.9,1.3,0.405,5.0,50.15053,1130.0,4.14873,3.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
860,63.6,2012.0,277.0903,0.03909,0.0038,0.01,94.0,20.6,94.0,2.98,94.0,0.6,-3095.7709463328647,8.8,1.5,0.41,5.0,50.32917,1190.0,2.93875,4.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
861,64.0,2013.0,270.8228,0.038205,0.00362,0.01,94.0,20.6,94.0,3.1,94.0,0.5,-2837.716674082796,8.6,1.6,0.414,5.0,50.70513,1180.0,2.83476,4.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
862,64.4,2014.0,264.5541,0.03726,0.003435,0.01,94.0,20.6,94.0,3.34,94.0,0.4,-840.7344823480526,8.5,1.8,0.416,5.0,51.08356,4024.5916633468514,2.81877,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
863,64.7,2015.0,258.0735,0.03621,0.003205,0.19829428588707287,95.0,20.7,95.0,3.6983265453608354,95.0,0.4,-492.5941349861678,8.4,1.9,0.418,5.0,51.46509,4082.1846273468036,2.86434,4.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
864,78.0,2000.0,215.6978,0.009475,0.000625,0.01,85.26202290553715,25.4,93.0,5.28,93.0,0.1,47.32827,2.5,3.2,0.764,14.4,99.11478,9380.0,5.16451,17.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
865,78.0,2001.0,223.6798,0.00844,0.000565,0.01,86.56501228976094,25.5,94.0,4.85,94.0,0.1,4498.95727,2.5,3.3,0.781,15.0,99.1547,10110.0,4.78794,17.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
866,71.2,2002.0,210.1713,0.007565,0.000515,11.48,83.45744737181644,25.6,94.0,4.84,94.0,0.1,538.347781,2.4,3.3,0.791,15.4,99.19495,11320.0,4.73278,17.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
867,71.9,2003.0,197.1116,0.006885,0.000455,11.64,83.44196671763143,25.7,95.0,4.92,94.0,0.1,7174.237415,2.3,3.4,0.798,15.6,99.23553,12550.0,4.88123,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
868,72.3,2004.0,193.4905,0.00632,0.000415,15.07,9.0,25.8,95.0,5.13,94.0,0.1,885.465115,2.3,3.5,0.805,15.7,99.27644,13920.0,5.15572,18.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
869,72.8,2005.0,187.3081,0.00582,0.000385,15.52,95.0,25.8,96.0,5.2,96.0,0.1,1338.31322,2.2,3.7,0.812,15.9,99.3177,15820.0,5.09132,18.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
870,73.0,2006.0,185.7403,0.005375,0.00036,16.58,95.0,25.9,95.0,5.1,95.0,0.1,12595.4165,2.1,3.8,0.822,16.1,99.35927,18130.0,4.77898,18.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
871,73.0,2007.0,186.5316,0.004955,0.00034,17.87,95.0,26.0,95.0,5.16,95.0,0.1,16586.452,2.1,4.0,0.829,16.1,99.40118,20150.0,5.03004,18.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
872,74.2,2008.0,164.493,0.00455,0.000305,16.99,94.0,26.0,95.0,6.6,95.0,0.1,1894.5485,2.1,4.2,0.835,16.1,99.44344,21010.0,5.75216,19.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
873,74.9,2009.0,153.5858,0.00413,0.000295,15.04,95.0,26.1,95.0,6.93,95.0,0.1,14726.31828,2.0,4.4,0.836,16.1,99.48605,19410.0,6.54255,19.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
874,75.6,2010.0,134.4969,0.00374,0.000285,14.97,94.0,26.1,94.0,6.25,94.0,0.1,14638.6482,2.0,4.7,0.833,16.2,99.52898,19460.0,6.33369,19.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
875,76.1,2011.0,136.4791,0.00342,0.000275,0.01,94.0,26.2,93.0,5.83,93.0,0.1,17454.84342,2.0,4.9,0.838,16.4,99.57225,22080.0,5.82266,19.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
876,76.3,2012.0,133.8719,0.003185,0.00027,0.01,94.0,26.2,94.0,6.36,94.0,0.1,17421.8922,1.9,5.2,0.85,16.5,99.61729,22900.0,5.82775,20.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
877,76.9,2013.0,121.5701,0.003045,0.00027,0.01,93.0,26.3,94.0,6.48,94.0,0.1,1929.7746,1.9,5.5,0.856,16.5,99.66356,24230.0,6.00984,20.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
878,77.3,2014.0,123.5381,0.00293,0.00026,0.01,93.0,26.3,93.0,6.38,93.0,0.1,19941.45532,1.9,5.7,0.86,16.5,99.70941,21986.90036406819,6.11679,20.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
879,77.6,2015.0,115.7813,0.00283,0.00025,6.243348507222578,91.0,26.4,93.0,6.323643636778627,93.0,0.1,1774.9291,1.9,6.0,0.863,16.5,99.71053,13783.962031151277,6.3863,20.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
880,51.2,2000.0,406.3498,0.093055,0.015625,0.88,21.531904296091625,19.8,55.0,4.36,3.0,5.0,123.876257,12.0,0.2,0.0,3.9,18.69521,480.0,4.36505,1.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
881,52.5,2001.0,391.6842,0.089535,0.01447,0.85,34.59091737028166,19.9,55.0,4.26,32.0,4.9,12.1789279,11.9,0.2,0.283,4.3,20.28878,520.0,4.72317,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
882,53.2,2002.0,390.4921,0.08597,0.01356,0.8,37.71955554190595,20.0,55.0,4.73,35.0,4.6,111.3634356,11.8,0.3,0.298,4.9,21.84036,520.0,4.71263,2.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
883,54.0,2003.0,386.1953,0.082515,0.01262,0.79,39.32920549968753,20.0,55.0,4.64,37.0,4.4,118.8734466,11.7,0.3,0.306,5.2,23.34811,500.0,4.89971,2.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
884,55.0,2004.0,374.7304,0.078755,0.01174,0.86,20.898263304475677,20.1,54.0,4.23,4.0,4.1,135.7623858,11.6,0.3,0.31,5.4,24.81286,570.0,4.31282,2.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
885,56.0,2005.0,357.9874,0.074805,0.010855,0.99,44.59200116048464,20.1,56.0,4.2,44.0,3.7,161.6266248,11.5,0.4,0.325,5.8,26.23478,640.0,4.10098,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
886,57.2,2006.0,338.5787,0.070905,0.010045,1.22,46.763639340515056,20.2,59.0,4.47,46.0,3.3,193.794956,11.4,0.4,0.346,6.6,27.61464,720.0,4.45757,2.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
887,58.5,2007.0,315.7567,0.06726,0.009225,1.06,47.0,20.2,61.0,4.69,5.0,2.8,243.326822,11.3,0.4,0.362,7.1,28.96144,800.0,5.00128,2.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
888,59.8,2008.0,294.5244,0.063625,0.00853,1.13,52.0,20.2,63.0,4.28,54.0,2.4,325.3825543,11.2,0.5,0.378,7.6,30.36671,880.0,4.28064,2.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
889,68.0,2009.0,277.516,0.060285,0.00789,1.17,56.0,20.3,65.0,4.41,58.0,2.0,379.7566385,11.1,0.5,0.393,8.1,31.72783,940.0,4.64983,3.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
890,61.8,2010.0,261.8929,0.057015,0.00728,1.34,62.0,20.3,69.0,6.86,61.0,1.7,341.39992,11.0,0.6,0.401,8.1,33.04677,1040.0,5.46637,3.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
891,62.6,2011.0,249.2196,0.05383,0.00672,1.32,65.0,20.4,7.0,6.55,65.0,1.4,354.8463544,10.9,0.7,0.411,8.2,34.32268,1150.0,4.46898,3.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
892,63.3,2012.0,239.6955,0.050635,0.006255,1.84,69.0,20.4,7.0,5.77,69.0,1.2,468.567249,10.8,0.7,0.422,8.4,35.55694,1240.0,4.5396,3.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
893,63.7,2013.0,234.4823,0.047765,0.00575,1.86,72.0,20.5,7.0,5.19,72.0,0.9,52.1535887,10.7,0.8,0.427,8.4,36.73983,1350.0,4.07507,3.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
894,64.2,2014.0,230.1036,0.045245,0.00531,0.01,77.0,20.5,75.0,4.88,77.0,0.6,571.1622759,10.6,0.9,0.435,8.4,37.88149,1803.940527571387,4.03363,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
895,64.8,2015.0,224.7451,0.043155,0.004945,0.8139596089184806,77.0,20.5,75.0,4.190827564530679,77.0,0.6,645.4637627,10.5,1.0,0.441,8.4,38.98174,2378.3001421862937,3.94492,4.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
896,67.7,2000.0,221.6333,0.019825,0.000865,2.05,98.0,26.3,91.0,3.87,9.0,0.1,276.1338,4.2,5.6,0.681,13.1,94.60311,5560.0,3.72256,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
897,67.8,2001.0,220.8752,0.01968,0.000885,1.93,98.0,26.4,92.0,3.28,91.0,0.1,238.891729,4.2,5.9,0.683,13.2,94.63544,5620.0,3.16188,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
898,67.9,2002.0,220.3127,0.0197,0.000895,1.85,99.0,26.4,94.0,3.48,93.0,0.1,2259.55796,4.2,6.2,0.687,13.3,94.66776,5970.0,3.24843,22.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
899,68.0,2003.0,219.8612,0.019695,0.000935,1.76,99.0,26.5,95.0,3.35,94.0,0.1,2835.973972,4.1,6.6,0.689,13.3,94.5918,6100.0,3.24226,22.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,68.1,2004.0,217.8011,0.01979,0.00094,1.63,99.0,26.6,96.0,3.61,95.0,0.1,3332.918533,4.1,6.9,0.691,13.4,94.51643,6580.0,3.55409,23.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
901,68.3,2005.0,214.4809,0.019805,0.000985,2.02,99.0,26.7,97.0,3.61,96.0,0.1,3658.63832,4.1,7.2,0.699,13.9,94.44138,6910.0,3.55896,23.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
902,68.5,2006.0,211.5219,0.019995,0.001,2.06,99.0,26.8,98.0,3.84,98.0,0.1,3749.939813,4.0,7.5,0.695,14.0,94.36691,6830.0,3.65789,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
903,68.6,2007.0,208.6308,0.020115,0.000985,2.09,99.0,26.9,99.0,3.74,99.0,0.1,478.82327,4.0,7.9,0.698,14.2,94.29294,7010.0,3.72904,24.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
904,68.7,2008.0,205.9392,0.02013,0.00101,1.95,99.0,27.0,99.0,3.68,99.0,0.1,4177.657789,4.0,8.2,0.7,14.3,94.22775,7130.0,3.44954,25.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
905,68.9,2009.0,203.304,0.02011,0.00101,2.31,99.0,27.1,99.0,4.26,99.0,0.1,3369.48247,3.9,8.5,0.704,14.5,94.16517,7170.0,3.83064,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
906,69.1,2010.0,199.8623,0.019995,0.00099,2.25,99.0,27.2,99.0,4.23,99.0,0.1,3651.966784,3.9,8.9,0.706,14.6,94.10332,7000.0,3.70136,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
907,69.2,2011.0,196.8591,0.020075,0.00093,0.01,99.0,27.3,99.0,4.6,99.0,0.1,4353.121392,3.9,9.3,0.709,14.7,94.04205,7210.0,3.40485,27.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
908,69.4,2012.0,194.7988,0.020195,0.000945,0.01,99.0,27.3,99.0,4.16,99.0,0.1,4546.73854,3.9,9.7,0.714,14.9,93.98151,7140.0,3.53699,27.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
909,69.6,2013.0,191.9244,0.020215,0.000925,0.01,99.0,27.4,99.0,4.26,99.0,0.1,4763.68956,3.9,10.1,0.719,15.0,93.92134,7610.0,3.46669,28.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
910,69.7,2014.0,189.9178,0.02021,0.000895,0.01,99.0,27.5,99.0,4.49,99.0,0.1,546.3728,3.9,10.6,0.727,15.2,93.86182,12280.610923125183,3.64926,28.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
911,69.9,2015.0,188.0994,0.01995,0.000865,2.597846935981096,99.0,27.6,99.0,4.6844785467171235,99.0,0.1,4921.89629,3.9,11.0,0.734,15.3,93.80295,14831.450244978121,3.56886,29.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
912,77.5,2000.0,104.2451,0.00346,0.0002,8.59,85.61774868918428,25.7,96.0,7.22,99.0,0.1,24253.2542,0.9,6.8,0.847,17.3,100.0,25500.0,6.8429,16.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
913,78.0,2001.0,99.06738,0.00336,0.000195,8.94,85.28882502975466,25.8,95.0,7.43,98.0,0.1,24913.24452,0.9,6.9,0.856,17.7,100.0,26530.0,6.99295,16.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
914,78.1,2002.0,97.0029,0.003265,0.000195,9.25,85.5246081650289,25.8,95.0,7.81,98.0,0.1,26834.2625,0.9,7.1,0.863,18.0,100.0,27580.0,7.36541,17.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
915,78.4,2003.0,96.90283,0.00317,0.000195,9.31,85.67646949512937,25.8,96.0,8.15,98.0,0.1,32816.1688,0.9,7.2,0.866,18.1,100.0,27420.0,7.66964,17.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
916,78.7,2004.0,100.7098,0.003065,0.00019,9.89,86.0237381385241,25.9,96.0,8.21,98.0,0.1,37636.11173,0.9,7.3,0.869,18.3,100.0,30070.0,7.79716,17.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
917,78.9,2005.0,99.97417,0.002965,0.00018,9.95,85.98242279681426,25.9,97.0,8.43,97.0,0.1,38969.17163,0.9,7.5,0.864,17.1,100.0,30850.0,8.00392,18.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
918,79.2,2006.0,95.44474,0.00286,0.000175,10.15,89.31650268894055,25.9,97.0,8.38,97.0,0.1,4112.67651,0.9,7.6,0.869,17.2,100.0,33480.0,8.00972,18.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
919,79.3,2007.0,95.8235,0.00276,0.000165,10.45,87.43658561887514,25.9,97.0,8.9,99.0,0.1,48288.5491,0.9,7.7,0.873,17.2,100.0,36130.0,7.83127,18.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
920,79.6,2008.0,93.6105,0.002665,0.000165,10.26,91.0810607661897,25.9,97.0,8.35,99.0,0.1,5341.31487,0.9,7.8,0.876,17.1,100.0,38240.0,8.09082,19.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
921,79.7,2009.0,90.45407,0.00258,0.00016,9.96,92.51125765185247,26.0,99.0,9.2,99.0,0.1,4717.15571,0.9,7.9,0.878,17.0,100.00001,36450.0,8.87985,19.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
922,79.9,2010.0,87.85948,0.002495,0.00016,9.72,93.24800143958487,26.0,99.0,9.5,99.0,0.1,4622.41516,0.9,8.1,0.874,16.8,100.0,37130.0,8.87712,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
923,83.0,2011.0,84.18489,0.00241,0.00016,9.81,93.54464770975528,26.0,99.0,9.1,99.0,0.1,579.72415,0.9,8.2,0.878,16.9,100.0,38720.0,8.95763,20.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
924,84.0,2012.0,80.42537,0.002315,0.000155,9.24,89.81828845547943,26.0,99.0,9.3,99.0,0.1,47415.55987,0.9,8.4,0.884,17.0,100.00001,38570.0,9.30153,20.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
925,87.0,2013.0,77.56306,0.00221,0.00015,8.97,89.67559386150697,26.0,98.0,9.55,98.0,0.1,49638.7713,0.9,8.6,0.887,17.0,100.0,38480.0,8.67265,21.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
926,89.0,2014.0,73.03172,0.00209,0.00014,8.8,89.4885454306609,25.9,98.0,9.68,98.0,0.1,49914.61864,0.9,8.7,0.89,17.0,100.0,39046.31585945381,9.49307,21.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
927,81.1,2015.0,69.51583,0.00194,0.00013,6.045439453896506,91.29751021037282,25.9,97.0,7.960291599786025,97.0,0.1,4245.39744,0.9,8.9,0.893,17.0,100.0,18444.21690065304,9.70412,21.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
928,78.8,2000.0,99.17107,0.00445,0.00025,13.63,26.0,24.8,98.0,9.77,97.0,0.1,22465.64184,0.7,5.6,0.844,15.7,99.89733,25560.0,9.58448,15.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
929,79.0,2001.0,99.48212,0.004405,0.00025,13.89,28.0,24.9,98.0,9.89,97.0,0.1,22527.31775,0.7,5.8,0.849,15.6,99.90585,26920.0,9.70563,16.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
930,79.2,2002.0,98.38972,0.004355,0.000245,13.78,29.0,24.9,97.0,1.22,97.0,0.1,24275.2426,0.7,5.9,0.851,15.5,99.91419,27770.0,10.02219,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
931,79.3,2003.0,96.82197,0.004265,0.00024,13.49,28.0,24.9,96.0,1.43,97.0,0.1,29691.18158,0.6,6.0,0.852,15.4,99.92238,27480.0,10.08283,16.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
932,82.0,2004.0,91.57542,0.004125,0.00023,13.18,35.0,25.0,99.0,1.53,98.0,0.1,33874.74255,0.6,6.2,0.857,15.5,99.9304,28440.0,10.16429,17.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
